genus	root_og	n_clusters
Pseudomonas	2Z7VE	1
Yersinia	2Z915	5
Salmonella	31DZ3	3
Bacillus	COG4924	3
Pseudomonas	334YV	2
Salmonella	31PM5	4
Erwinia	COG4154	1
Proteus	COG5555	7
Erwinia	COG4469	1
Acinetobacter	2ZAIK	1
Streptococcus	COG3471	1
Acinetobacter	335HS	1
Acinetobacter	30W6E	1
Clostridioides	32SB1	1
Yersinia	COG3212	2
Vibrio	32U3Y	1
Yersinia	33291	1
Salmonella	COG3777	2
Salmonella	COG2843	1
Pseudomonas	31TMF	2
Corynebacterium	COG3411	3
Corynebacterium	COG2834	1
Salmonella	2ZMZQ	3
Neisseria	COG1529	3
Enterococcus	COG4951	3
Salmonella	2ZW2Q	2
Klebsiella	32ZIY	1
Bacillus	COG2319	7
Klebsiella	33BZN	1
Klebsiella	32VUB	1
Salmonella	32ZKT	5
Klebsiella	COG5467	1
Yersinia	32XK7	1
Campylobacter	COG4397	1
Staphylococcus	COG3735	1
Francisella	COG2197	2
Neisseria	COG3941	2
Serratia	33ICR	2
Bacillus	32TAZ	2
Pseudomonas	30SRW	1
Streptococcus	2ZC7P	1
Salmonella	COG3387	1
Klebsiella	33A72	2
Neisseria	32WTF	1
Serratia	COG2085	2
Klebsiella	COG3742	2
Acinetobacter	3011V	3
Salmonella	32TCH	1
Erwinia	32979	1
Vibrio	2Z7KS	6
Acinetobacter	32X46	3
Proteus	2ZB5X	2
Proteus	COG4941	2
Erwinia	COG3336	1
Klebsiella	COG5416	1
Chromobacterium	COG2020	3
Vibrio	32KYR	1
Vibrio	33EUP	2
Listeria	2Z85W	1
Mycobacterium	COG5639	1
Campylobacter	COG4922	2
Helicobacter	COG0381	3
Staphylococcus	COG4552	1
Erwinia	COG4254	1
Vibrio	2ZBM7	1
Helicobacter	COG3081	1
Staphylococcus	COG4319	1
Erwinia	COG3644	1
Mycobacterium	COG3694	1
Streptococcus	33BH9	3
Francisella	COG4694	4
Mycobacterium	32T8Y	1
Corynebacterium	COG4876	1
Serratia	COG1358	2
Legionella	3302Q	3
Serratia	2ZC07	7
Streptococcus	339TV	1
Mycobacterium	COG5042	1
Pseudomonas	COG5343	1
Burkholderia	302NY	2
Chromobacterium	32RYD	1
Serratia	30C5P	3
Pseudomonas	33B20	2
Salmonella	COG1697	1
Neisseria	339E1	2
Bacillus	COG0811	1
Francisella	COG4456	2
Klebsiella	COG2945	1
Vibrio	COG3802	2
Mycobacterium	COG4702	7
Pseudomonas	COG2210	2
Neisseria	COG4292	10
Acinetobacter	COG4696	1
Enterococcus	COG0625	2
Burkholderia	COG5618	1
Pseudomonas	2ZXEN	2
Acinetobacter	2ZCJQ	2
Pseudomonas	COG1242	1
Chromobacterium	2Z9HF	1
Listeria	COG5005	1
Clostridioides	COG0189	1
Enterococcus	COG3507	4
Yersinia	3493B	1
Burkholderia	COG3068	1
Corynebacterium	2Z9HI	3
Salmonella	32PU6	2
Neisseria	33C46	1
Erwinia	2Z8ZQ	1
Legionella	33H8C	2
Serratia	3392Z	3
Pseudomonas	2Z8EJ	1
Pseudomonas	2Z7VP	2
Bacillus	COG0666	2
Klebsiella	2ZBB3	1
Klebsiella	33E1U	4
Corynebacterium	COG0754	3
Burkholderia	30ZA2	1
Klebsiella	2ZBY3	1
Proteus	3165Z	2
Pseudomonas	33IM1	3
Acinetobacter	2ZANB	1
Legionella	COG3091	4
Acinetobacter	331V3	1
Listeria	COG2055	1
Listeria	COG2364	2
Neisseria	COG5361	1
Burkholderia	2ZV8H	3
Staphylococcus	COG4178	1
Acinetobacter	COG3931	1
Klebsiella	3372C	2
Mycobacterium	2ZSEY	1
Campylobacter	4QCUC	1
Salmonella	COG4907	2
Serratia	3301A	1
Bacillus	COG5343	1
Neisseria	COG5010	1
Listeria	COG3745	2
Neisseria	COG3598	1
Staphylococcus	COG4335	3
Burkholderia	2ZAED	2
Pseudomonas	32FFZ	1
Klebsiella	32ZDJ	1
Vibrio	33BBB	4
Enterococcus	COG2124	2
Francisella	COG1929	5
Bacillus	COG4299	1
Chromobacterium	33I9E	4
Enterococcus	COG0861	2
Vibrio	COG4572	1
Enterococcus	32ZT4	1
Pseudomonas	COG4409	1
Salmonella	COG5572	2
Salmonella	COG2250	2
Campylobacter	COG3299	1
Pseudomonas	31CWE	1
Enterococcus	COG0365	1
Neisseria	33B8J	2
Vibrio	2Z7SB	1
Serratia	COG4943	5
Chromobacterium	30KNW	1
Streptococcus	332FK	1
Pseudomonas	32D3K	1
Serratia	32VUB	1
Salmonella	COG2140	2
Erwinia	33AE0	2
Chromobacterium	31JDW	1
Proteus	2Z8G1	1
Streptococcus	COG3078	1
Serratia	2Z7RB	1
Listeria	COG2204	7
Mycobacterium	33J7V	1
Burkholderia	COG3669	3
Chromobacterium	32G90	2
Streptococcus	COG4936	1
Klebsiella	32TGJ	3
Proteus	32ZV1	2
Neisseria	COG5662	1
Serratia	COG3693	1
Streptococcus	COG3924	1
Burkholderia	31TPX	3
Pseudomonas	32SU1	2
Klebsiella	2Z8T2	1
Salmonella	COG3595	1
Pseudomonas	3277R	1
Erwinia	COG3219	1
Clostridioides	COG0559	1
Yersinia	2Z7UM	2
Acinetobacter	COG1562	2
Bacillus	318BZ	1
Mycobacterium	2Z7IQ	1
Klebsiella	316UZ	1
Salmonella	COG3453	1
Klebsiella	COG5341	1
Pseudomonas	33AE0	1
Klebsiella	COG4390	1
Enterococcus	2Z8D8	1
Burkholderia	337ZQ	3
Vibrio	2Z9HB	3
Salmonella	COG5652	4
Legionella	COG1406	2
Vibrio	2Z9VP	8
Burkholderia	335S1	1
Pseudomonas	COG2922	1
Campylobacter	COG1593	2
Pseudomonas	333GU	4
Vibrio	2Z8E7	1
Vibrio	32Z1R	1
Proteus	COG5008	1
Helicobacter	COG2086	1
Streptococcus	COG4618	1
Bacillus	COG5361	1
Helicobacter	COG1020	2
Erwinia	COG2273	1
Corynebacterium	COG4123	1
Klebsiella	COG4541	6
Legionella	COG4291	5
Pseudomonas	318Y8	1
Pseudomonas	3172B	1
Bacillus	COG2250	1
Clostridioides	COG2124	1
Staphylococcus	COG5419	1
Acinetobacter	COG4416	3
Acinetobacter	349JJ	3
Corynebacterium	COG1948	1
Staphylococcus	COG1201	1
Corynebacterium	COG3202	1
Acinetobacter	32Y7K	1
Streptococcus	2Z9ZE	2
Acinetobacter	300NT	1
Mycobacterium	32U3Y	1
Enterococcus	33A72	3
Burkholderia	COG4859	3
Pseudomonas	2Z8GW	1
Pseudomonas	32SRI	5
Francisella	COG1064	2
Serratia	30I2A	1
Erwinia	COG2257	1
Erwinia	32NU8	2
Vibrio	2ZTY5	1
Chromobacterium	32YBM	1
Clostridioides	32U80	1
Mycobacterium	COG1078	3
Acinetobacter	COG2270	1
Klebsiella	COG3883	2
Burkholderia	COG4748	2
Neisseria	3342T	2
Vibrio	32UT6	3
Corynebacterium	COG4392	1
Acinetobacter	COG1584	1
Chromobacterium	COG4870	1
Neisseria	32X46	2
Mycobacterium	32RTK	1
Chromobacterium	COG3620	1
Corynebacterium	COG3431	1
Yersinia	COG4685	1
Vibrio	32Z8U	3
Bacillus	COG4581	4
Pseudomonas	32P85	2
Chromobacterium	COG3136	5
Campylobacter	COG0400	2
Acinetobacter	32RBH	1
Proteus	COG3507	1
Pseudomonas	COG2991	2
Streptococcus	COG3693	1
Corynebacterium	2ZC07	1
Vibrio	32B6M	2
Clostridioides	33FVZ	1
Mycobacterium	330BI	1
Burkholderia	3062M	1
Klebsiella	333RX	1
Chromobacterium	COG2176	1
Proteus	3312N	4
Campylobacter	COG1520	1
Pseudomonas	2Z95D	2
Enterococcus	COG5470	1
Campylobacter	COG3437	1
Neisseria	303ET	1
Salmonella	COG3239	3
Staphylococcus	COG1329	2
Pseudomonas	4QC24	1
Mycobacterium	31TQY	1
Legionella	COG3797	2
Klebsiella	33DJ2	1
Pseudomonas	2Z7R8	1
Klebsiella	32Y33	3
Burkholderia	33IHN	1
Corynebacterium	COG2402	1
Streptococcus	COG1730	1
Streptococcus	COG1034	1
Proteus	2Z7K7	2
Vibrio	32SKA	1
Salmonella	COG0618	1
Burkholderia	COG0569	1
Legionella	COG1105	1
Staphylococcus	COG3157	1
Bacillus	316GJ	1
Mycobacterium	COG1238	1
Klebsiella	COG3240	1
Pseudomonas	32BS4	1
Clostridioides	COG1262	2
Staphylococcus	2ZCM4	2
Legionella	312BP	1
Staphylococcus	COG3609	1
Francisella	COG3093	1
Pseudomonas	2ZIUW	2
Mycobacterium	331V4	4
Vibrio	2ZC5G	1
Enterococcus	32USX	1
Serratia	2ZC6Q	2
Proteus	2ZTY5	1
Proteus	COG4422	1
Burkholderia	31887	2
Clostridioides	COG2026	2
Bacillus	COG3342	1
Klebsiella	2Z7WG	2
Serratia	COG2828	3
Burkholderia	33BUQ	6
Pseudomonas	COG4876	3
Vibrio	COG2954	2
Klebsiella	32B60	1
Staphylococcus	2ZD2S	1
Salmonella	COG4727	2
Mycobacterium	COG0811	1
Serratia	30W7C	3
Acinetobacter	31DFX	1
Acinetobacter	2ZA05	4
Burkholderia	COG5349	1
Clostridioides	32WKJ	1
Bacillus	316X6	1
Bacillus	31F66	2
Neisseria	305A1	2
Klebsiella	32SHU	2
Mycobacterium	31DZ3	1
Pseudomonas	COG2845	1
Bacillus	COG3736	1
Proteus	33CXG	1
Listeria	COG5000	5
Francisella	COG1633	2
Burkholderia	COG2311	2
Salmonella	4QE7X	1
Proteus	COG4748	2
Proteus	3370F	1
Klebsiella	COG4685	1
Campylobacter	COG2166	1
Legionella	32RNM	1
Erwinia	COG3345	2
Chromobacterium	32XSQ	2
Salmonella	33Q50	3
Streptococcus	342KM	1
Pseudomonas	33031	2
Chromobacterium	COG2605	2
Erwinia	32WTW	1
Streptococcus	3312N	1
Enterococcus	COG4913	2
Klebsiella	COG1981	3
Staphylococcus	COG1672	1
Acinetobacter	COG3831	2
Corynebacterium	2Z7KV	1
Streptococcus	2ZCCI	1
Pseudomonas	COG4244	6
Klebsiella	32YXG	1
Vibrio	2Z8FI	1
Erwinia	COG4655	1
Enterococcus	COG2721	1
Enterococcus	COG1018	1
Burkholderia	32UCF	1
Pseudomonas	34B57	1
Enterococcus	32WEW	1
Neisseria	COG4994	2
Proteus	3327H	1
Salmonella	33DK8	2
Listeria	COG5263	4
Serratia	33AP5	3
Listeria	COG2731	1
Pseudomonas	32TP3	1
Listeria	COG3180	1
Salmonella	30259	2
Legionella	COG0297	6
Burkholderia	COG1433	2
Helicobacter	COG3723	2
Legionella	COG3677	3
Yersinia	32TY3	1
Acinetobacter	311PE	2
Yersinia	COG1669	5
Bacillus	339MW	2
Salmonella	3333F	1
Staphylococcus	COG2840	1
Pseudomonas	COG0719	3
Vibrio	2Z8AG	2
Francisella	COG1474	1
Acinetobacter	30SRQ	1
Campylobacter	COG2872	1
Corynebacterium	COG2309	1
Klebsiella	305I8	1
Bacillus	COG4899	1
Erwinia	30ZDY	3
Salmonella	2ZUDG	2
Bacillus	334F4	1
Campylobacter	COG3248	1
Streptococcus	COG4552	1
Salmonella	2ZN4Q	1
Burkholderia	2Z9H4	1
Klebsiella	COG2366	1
Pseudomonas	2Z8CV	3
Proteus	COG4487	1
Mycobacterium	33Y88	1
Acinetobacter	32YV7	1
Corynebacterium	COG5499	1
Mycobacterium	COG4580	3
Acinetobacter	4QBMX	1
Erwinia	2Z9CI	1
Vibrio	33M41	1
Salmonella	33U4J	1
Salmonella	COG2312	1
Staphylococcus	COG5008	1
Salmonella	COG3528	5
Salmonella	COG5263	1
Streptococcus	32YE7	1
Yersinia	COG1649	4
Salmonella	COG1408	3
Vibrio	32Y5P	2
Burkholderia	COG2129	1
Pseudomonas	32TUN	2
Mycobacterium	COG3272	1
Campylobacter	COG0510	3
Pseudomonas	COG3325	2
Pseudomonas	COG1630	1
Serratia	COG1994	1
Klebsiella	33KNG	2
Mycobacterium	COG2045	1
Neisseria	COG5360	1
Burkholderia	32TP3	2
Erwinia	COG0829	1
Yersinia	33E4B	1
Serratia	305HJ	1
Bacillus	2Z838	1
Klebsiella	COG4260	1
Pseudomonas	COG3074	1
Klebsiella	33KH6	1
Acinetobacter	32SGB	1
Yersinia	COG5346	2
Streptococcus	COG4796	2
Chromobacterium	33AKR	1
Bacillus	COG4334	1
Proteus	COG1372	2
Corynebacterium	COG1811	1
Mycobacterium	337SC	1
Francisella	COG1793	1
Mycobacterium	COG5510	2
Streptococcus	COG1406	1
Neisseria	COG3682	1
Helicobacter	COG2855	1
Erwinia	COG3798	1
Pseudomonas	COG4196	4
Listeria	COG3934	1
Proteus	2ZV8S	2
Klebsiella	30X2X	1
Legionella	COG2186	1
Burkholderia	COG3681	1
Vibrio	2ZBX1	1
Serratia	3327H	1
Chromobacterium	303H9	2
Proteus	COG5485	2
Mycobacterium	337YM	1
Acinetobacter	COG1328	1
Bacillus	32GN4	1
Serratia	COG1257	1
Yersinia	3077T	3
Listeria	33BH9	1
Salmonella	32RTI	1
Chromobacterium	3302T	1
Mycobacterium	2Z7K7	2
Proteus	33T8A	1
Burkholderia	COG3253	1
Yersinia	COG1402	2
Erwinia	COG3693	1
Corynebacterium	335I2	1
Burkholderia	335JZ	2
Pseudomonas	3002C	3
Klebsiella	2Z9J6	1
Serratia	COG2232	3
Chromobacterium	COG1413	1
Vibrio	3322C	1
Pseudomonas	COG5395	1
Pseudomonas	32B39	1
Neisseria	COG4725	1
Klebsiella	COG2845	2
Pseudomonas	32SH8	2
Chromobacterium	316A5	1
Pseudomonas	COG4412	1
Erwinia	30T7Z	1
Staphylococcus	32963	1
Erwinia	2ZAX0	1
Salmonella	COG5481	1
Proteus	COG4111	1
Pseudomonas	31CJU	1
Bacillus	33CJ3	1
Erwinia	COG2045	2
Vibrio	COG3661	3
Clostridioides	COG2220	1
Salmonella	32RBH	1
Pseudomonas	COG3788	2
Enterococcus	COG2008	1
Acinetobacter	32RRC	1
Yersinia	32XAZ	1
Acinetobacter	2ZESU	3
Burkholderia	2ZGFQ	1
Serratia	332S9	2
Pseudomonas	32T53	2
Burkholderia	30W03	1
Salmonella	32SZA	4
Salmonella	COG2426	1
Klebsiella	2Z8UY	1
Chromobacterium	32T4A	5
Chromobacterium	4QECV	1
Enterococcus	COG3903	1
Proteus	30AV5	1
Salmonella	33DAZ	1
Salmonella	32SGX	3
Pseudomonas	COG5322	1
Bacillus	32Z85	1
Klebsiella	32U2J	1
Francisella	COG5379	1
Campylobacter	31KKX	1
Corynebacterium	31TP1	1
Francisella	30R27	1
Vibrio	3096N	2
Salmonella	COG1668	1
Corynebacterium	COG4733	2
Staphylococcus	COG2356	1
Burkholderia	COG5330	1
Acinetobacter	4QE7X	1
Helicobacter	COG2352	1
Pseudomonas	30TB5	1
Listeria	COG1032	1
Enterococcus	334GX	1
Klebsiella	COG3898	1
Legionella	31SR8	1
Pseudomonas	COG1579	1
Erwinia	342T1	1
Salmonella	COG4519	2
Vibrio	32SZU	2
Staphylococcus	COG2067	1
Erwinia	4QEW7	1
Corynebacterium	COG2152	1
Klebsiella	33KVD	1
Serratia	32V4Y	2
Corynebacterium	COG3264	1
Pseudomonas	33NGR	3
Listeria	COG4927	1
Staphylococcus	COG3450	1
Staphylococcus	COG4796	1
Acinetobacter	COG2982	2
Enterococcus	COG5662	1
Bacillus	COG3123	1
Serratia	2Z7UT	2
Salmonella	COG3211	1
Yersinia	COG4315	1
Salmonella	COG4859	2
Campylobacter	COG2318	1
Staphylococcus	COG0565	1
Legionella	2Z7RB	1
Mycobacterium	COG4961	2
Serratia	COG4186	1
Vibrio	2Z9D7	1
Clostridioides	32X46	1
Vibrio	COG3569	1
Erwinia	COG3935	1
Proteus	COG2922	1
Neisseria	32ZVQ	1
Proteus	31DZQ	2
Acinetobacter	COG4531	4
Chromobacterium	31WU7	1
Francisella	COG4232	2
Yersinia	322WY	1
Vibrio	COG2442	1
Yersinia	COG2346	1
Corynebacterium	COG1791	1
Legionella	COG2272	1
Salmonella	COG3920	3
Salmonella	COG1791	1
Pseudomonas	31UI9	1
Helicobacter	COG2928	1
Chromobacterium	32FG4	1
Serratia	COG3827	1
Bacillus	COG2206	1
Burkholderia	30N98	2
Serratia	33GX7	1
Acinetobacter	COG2940	1
Staphylococcus	COG2010	2
Burkholderia	COG1971	3
Klebsiella	2Z7KK	1
Pseudomonas	COG3014	2
Helicobacter	COG2356	1
Erwinia	2Z8AJ	1
Neisseria	COG2719	1
Salmonella	32Z3P	1
Klebsiella	2ZAN8	1
Enterococcus	COG3694	1
Enterococcus	COG2073	1
Klebsiella	339E1	1
Mycobacterium	331J8	1
Pseudomonas	33YNK	1
Francisella	COG1310	1
Acinetobacter	33MG3	1
Streptococcus	2ZAF4	1
Streptococcus	COG4691	2
Klebsiella	COG2257	4
Mycobacterium	COG0630	1
Streptococcus	COG3124	1
Erwinia	2ZAQZ	1
Mycobacterium	331AY	1
Enterococcus	2Z9EI	1
Salmonella	COG1580	6
Acinetobacter	325AS	1
Clostridioides	COG2061	1
Pseudomonas	2Z9IM	1
Bacillus	COG4718	1
Klebsiella	305HS	1
Corynebacterium	COG5410	1
Corynebacterium	COG0630	1
Vibrio	32S5M	1
Chromobacterium	2Z8JM	1
Klebsiella	COG4231	1
Chromobacterium	COG1808	1
Bacillus	COG2107	1
Streptococcus	COG1700	2
Burkholderia	30WUM	2
Proteus	COG5003	1
Klebsiella	2ZVZP	1
Staphylococcus	COG3694	1
Serratia	COG0146	1
Yersinia	33JC8	1
Klebsiella	COG1257	1
Serratia	COG5481	1
Proteus	31BJ4	1
Clostridioides	COG3831	1
Pseudomonas	2Z9MP	2
Neisseria	33JC8	1
Pseudomonas	2ZQY1	1
Mycobacterium	31U44	1
Chromobacterium	COG5293	3
Streptococcus	32V6V	1
Streptococcus	2Z913	1
Klebsiella	3147Y	1
Acinetobacter	COG3106	1
Bacillus	COG4725	2
Salmonella	COG5529	3
Pseudomonas	COG4340	3
Neisseria	COG5616	1
Vibrio	315MR	1
Enterococcus	COG3938	3
Yersinia	33ER0	1
Bacillus	COG4551	1
Salmonella	30R9I	1
Acinetobacter	COG2839	2
Streptococcus	COG3499	1
Streptococcus	32SY7	1
Acinetobacter	COG2740	2
Salmonella	31BKY	1
Francisella	COG3950	1
Neisseria	COG1193	1
Salmonella	2Z7KV	1
Erwinia	32S8Q	2
Pseudomonas	31EQ3	1
Klebsiella	COG3584	2
Staphylococcus	COG5339	1
Francisella	COG4978	1
Acinetobacter	2Z8K9	1
Serratia	COG1887	1
Erwinia	312E7	1
Proteus	COG4547	2
Streptococcus	COG1320	2
Pseudomonas	331YB	3
Mycobacterium	COG2915	1
Vibrio	31YUV	2
Yersinia	33BHV	4
Corynebacterium	COG4091	1
Pseudomonas	COG2456	1
Bacillus	COG3047	2
Campylobacter	COG5126	1
Vibrio	32S66	2
Proteus	COG3667	2
Bacillus	COG5483	1
Serratia	32VE4	3
Neisseria	COG4709	1
Erwinia	COG2192	2
Vibrio	COG1493	1
Vibrio	2Z8FM	1
Streptococcus	2ZA0F	2
Campylobacter	COG2020	1
Yersinia	COG2452	1
Serratia	2Z847	1
Campylobacter	COG1864	2
Corynebacterium	COG3499	1
Chromobacterium	312P2	1
Pseudomonas	305WI	1
Acinetobacter	32YEY	1
Burkholderia	COG4113	1
Serratia	2Z81U	1
Legionella	COG3238	1
Staphylococcus	COG4220	2
Acinetobacter	33A4T	3
Erwinia	COG3271	3
Neisseria	COG3506	1
Clostridioides	2ZG4Y	1
Bacillus	COG1808	1
Chromobacterium	COG4456	1
Salmonella	331HJ	1
Mycobacterium	334GK	2
Klebsiella	33J09	1
Chromobacterium	32Z4W	1
Chromobacterium	COG3657	1
Erwinia	32SI5	1
Pseudomonas	339J3	1
Helicobacter	COG3276	1
Staphylococcus	COG1719	1
Neisseria	COG4264	1
Listeria	COG1804	1
Chromobacterium	COG2340	1
Serratia	COG2374	3
Enterococcus	COG2372	1
Chromobacterium	COG3598	2
Salmonella	COG3536	2
Chromobacterium	339P5	2
Clostridioides	COG2109	1
Proteus	2Z7V8	1
Streptococcus	COG2888	3
Burkholderia	30BVQ	1
Chromobacterium	COG0754	2
Mycobacterium	COG5628	2
Klebsiella	COG3897	1
Pseudomonas	2ZSY3	1
Acinetobacter	3358H	1
Enterococcus	COG3074	1
Vibrio	308R4	2
Chromobacterium	33SH5	1
Acinetobacter	COG1493	1
Klebsiella	COG4412	1
Vibrio	30Y4T	1
Klebsiella	33V0T	1
Pseudomonas	333FB	1
Acinetobacter	30WRH	1
Listeria	32VVH	3
Corynebacterium	COG4380	1
Salmonella	COG3176	1
Acinetobacter	32T6W	1
Pseudomonas	31F99	3
Pseudomonas	32ZIY	2
Klebsiella	COG1470	2
Chromobacterium	33703	1
Mycobacterium	COG5400	3
Burkholderia	COG3476	1
Listeria	COG5441	2
Klebsiella	COG3800	1
Enterococcus	COG4706	1
Serratia	33BKK	1
Staphylococcus	2ZAMX	2
Bacillus	COG3822	1
Salmonella	31JBN	1
Pseudomonas	30H02	1
Klebsiella	COG3453	2
Mycobacterium	COG2827	1
Erwinia	COG1700	1
Corynebacterium	COG5402	2
Klebsiella	33EMA	1
Staphylococcus	COG2270	1
Proteus	32UHS	1
Campylobacter	COG0622	1
Bacillus	32Z0I	1
Mycobacterium	COG3860	2
Serratia	COG4874	1
Acinetobacter	COG5658	1
Pseudomonas	329DY	2
Listeria	2Z9ZM	2
Neisseria	COG1948	2
Salmonella	33ETG	1
Salmonella	33CSM	3
Streptococcus	COG2956	1
Klebsiella	COG3174	2
Neisseria	32Y0M	3
Campylobacter	COG3541	1
Pseudomonas	3214Y	2
Legionella	32UGN	1
Pseudomonas	31UBJ	1
Listeria	COG3288	2
Acinetobacter	COG3411	1
Chromobacterium	30SRQ	1
Serratia	COG1773	1
Erwinia	COG4518	2
Vibrio	32PBW	1
Yersinia	32SJM	3
Clostridioides	COG1807	1
Proteus	COG1649	1
Acinetobacter	33DBE	1
Salmonella	COG4685	2
Enterococcus	2Z9J6	2
Pseudomonas	32SD0	1
Salmonella	COG1429	1
Corynebacterium	COG1485	1
Enterococcus	32T0P	1
Acinetobacter	313I2	1
Pseudomonas	32T34	1
Clostridioides	COG3183	2
Salmonella	300NT	3
Acinetobacter	31UI9	1
Pseudomonas	34A6U	1
Listeria	COG4264	1
Legionella	COG3861	1
Serratia	2ZQ44	2
Pseudomonas	COG3112	1
Klebsiella	32ZH9	2
Serratia	2ZAMX	1
Legionella	COG5510	2
Yersinia	31C94	3
Salmonella	2Z7KX	1
Vibrio	32S15	2
Proteus	3350N	1
Vibrio	32YK1	2
Yersinia	COG1848	1
Bacillus	2ZHII	1
Mycobacterium	COG3150	1
Salmonella	3171D	1
Klebsiella	32ZZK	1
Mycobacterium	COG3743	1
Listeria	COG2064	2
Salmonella	COG5361	4
Acinetobacter	330H3	2
Neisseria	4QECV	1
Chromobacterium	COG3386	2
Salmonella	COG3718	2
Erwinia	2ZBUB	4
Burkholderia	2Z8HJ	1
Salmonella	3172B	1
Staphylococcus	33AVZ	1
Chromobacterium	332WC	2
Proteus	4QBP3	1
Enterococcus	COG1649	1
Chromobacterium	COG5516	1
Vibrio	COG1920	2
Yersinia	4QFAP	1
Serratia	32TFK	2
Bacillus	COG3497	2
Klebsiella	COG4564	1
Pseudomonas	2ZRYJ	1
Enterococcus	32ZBU	1
Bacillus	COG3610	1
Bacillus	30DH1	1
Acinetobacter	COG3055	1
Corynebacterium	COG4969	1
Neisseria	COG3577	1
Staphylococcus	COG2273	1
Acinetobacter	30IJZ	1
Vibrio	32VPE	1
Klebsiella	32ZV1	1
Enterococcus	COG2095	1
Vibrio	31TH7	1
Erwinia	COG4645	1
Staphylococcus	COG0530	1
Pseudomonas	2ZBTI	1
Enterococcus	COG5495	1
Mycobacterium	COG4088	1
Proteus	32R2K	2
Listeria	COG3517	1
Listeria	32S2R	1
Clostridioides	COG0146	1
Erwinia	COG1205	2
Campylobacter	COG1694	1
Proteus	33HD3	1
Staphylococcus	COG2064	1
Enterococcus	COG4587	1
Streptococcus	COG3276	1
Acinetobacter	COG2979	2
Pseudomonas	31R09	1
Legionella	333YR	1
Legionella	32ZK4	1
Pseudomonas	32TZ0	3
Legionella	COG5470	1
Proteus	COG2509	1
Staphylococcus	COG4773	1
Bacillus	2ZBV4	1
Pseudomonas	33D8X	2
Pseudomonas	COG3807	1
Proteus	COG3395	1
Streptococcus	COG3956	1
Mycobacterium	33717	1
Enterococcus	COG1208	3
Burkholderia	COG5570	1
Enterococcus	2Z9DS	3
Neisseria	COG4651	1
Erwinia	COG4682	1
Erwinia	4QBMX	1
Bacillus	COG2979	1
Salmonella	COG5385	1
Pseudomonas	33XHA	1
Erwinia	COG3565	3
Serratia	30T7Z	2
Staphylococcus	COG3278	1
Salmonella	COG3149	1
Pseudomonas	2Z7PM	3
Bacillus	339E1	1
Pseudomonas	COG2311	1
Bacillus	33B9B	1
Pseudomonas	31UHR	1
Yersinia	33AE0	2
Listeria	COG5516	1
Clostridioides	COG3293	1
Streptococcus	COG2992	1
Helicobacter	COG3740	1
Legionella	COG2813	2
Erwinia	COG3199	1
Pseudomonas	COG3920	1
Corynebacterium	COG1077	1
Neisseria	COG2356	1
Legionella	COG3711	1
Proteus	COG1141	1
Chromobacterium	COG4245	1
Legionella	2ZAKT	1
Neisseria	COG3700	1
Serratia	31IMZ	1
Yersinia	COG2250	1
Burkholderia	COG1630	3
Corynebacterium	COG2210	1
Salmonella	30WMD	1
Mycobacterium	31D5W	1
Erwinia	3312N	1
Erwinia	2ZUMP	1
Mycobacterium	COG4313	1
Pseudomonas	2Z97Y	1
Burkholderia	2ZK9X	1
Acinetobacter	33BJV	1
Erwinia	32BPK	1
Serratia	3329W	1
Francisella	2ZQ15	1
Neisseria	COG3105	1
Klebsiella	COG1334	1
Burkholderia	31DSD	1
Bacillus	COG4421	1
Listeria	COG4679	1
Neisseria	32979	1
Francisella	32RNR	1
Corynebacterium	COG3678	1
Erwinia	4QC24	1
Streptococcus	COG0621	1
Salmonella	COG2202	3
Chromobacterium	2ZVZP	2
Acinetobacter	COG0421	2
Serratia	3320I	1
Klebsiella	COG2510	2
Pseudomonas	30162	1
Salmonella	COG3904	1
Erwinia	33Q6P	1
Klebsiella	COG5135	2
Pseudomonas	2ZNHM	1
Francisella	COG5293	1
Listeria	COG5433	1
Acinetobacter	2ZAKV	1
Chromobacterium	32VJ6	1
Salmonella	339IW	1
Pseudomonas	33G0J	1
Klebsiella	33F6F	1
Acinetobacter	32XU7	2
Streptococcus	4QCUC	1
Clostridioides	COG3835	1
Pseudomonas	COG3876	1
Corynebacterium	COG3420	1
Mycobacterium	333VM	1
Acinetobacter	COG2384	1
Campylobacter	2Z9WJ	2
Vibrio	31U6H	1
Acinetobacter	33PPF	2
Vibrio	32YWB	2
Acinetobacter	30FMN	1
Burkholderia	31I4X	1
Acinetobacter	334MJ	1
Acinetobacter	COG4787	1
Neisseria	COG4152	1
Enterococcus	COG2771	1
Serratia	COG2164	1
Streptococcus	33TA6	2
Erwinia	2Z847	1
Yersinia	COG3831	1
Burkholderia	COG3788	1
Pseudomonas	338M2	1
Vibrio	2ZA0F	1
Mycobacterium	COG1442	1
Salmonella	32SVV	2
Proteus	COG1363	1
Erwinia	322WY	1
Neisseria	32TA0	1
Klebsiella	32ZUE	1
Corynebacterium	3062M	1
Burkholderia	COG5135	2
Acinetobacter	COG0700	1
Proteus	332T6	1
Pseudomonas	32BTK	2
Mycobacterium	30XDR	1
Campylobacter	COG1638	1
Serratia	COG4282	1
Francisella	COG2453	1
Acinetobacter	32QJE	2
Streptococcus	COG4118	1
Acinetobacter	COG5387	1
Campylobacter	COG3935	1
Mycobacterium	COG1324	1
Proteus	COG3743	1
